year,Base case cost,Modeled diesel efficiency
2019,102555.962723,260453.875708
2020,108771.475615,266104.341974
2021,113490.304293,270394.186227
2022,116608.169796,273228.609411
2023,118790.675647,275212.70564
2024,120661.394949,276913.35955
2025,122843.900801,278897.455779
2026,125744.57727,281534.434388
2027,127934.159461,283524.963652
2028,129810.944197,285231.131594
2029,132740.93693,287894.761351
2030,134309.978737,289321.162994
2031,137134.253991,291888.685952
2032,139644.720884,294170.928582
2033,142927.947298,297155.679867
2034,145761.320703,299731.473872
2035,147650.236306,301448.669874
2036,150798.428977,304310.663212
2037,152861.803643,306186.458363
2038,156020.105371,309057.641752
