year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35783.7271568,26479.958096
2018,35783.7271568,26479.958096
2019,35783.7271568,26479.958096
2020,35783.7271568,26479.958096
2021,35783.7271568,26479.958096
2022,35783.7271568,26479.958096
2023,35783.7271568,26479.958096
2024,35783.7271568,26479.958096
2025,35783.7271568,26479.958096
2026,35783.7271568,26479.958096
2027,35783.7271568,26479.958096
2028,35783.7271568,26479.958096
2029,35783.7271568,26479.958096
2030,35783.7271568,26479.958096
2031,35783.7271568,26479.958096
