year,Base case diesel consumed,Modeled residential ashp
2017,8095.3969056,-42555.1506455
2018,8421.26752066,-42229.2800305
2019,8584.20282819,-42066.3447229
2020,8747.13813572,-41903.4094154
2021,8910.07344325,-41740.4741079
2022,9073.00875078,-41577.5388003
2023,9235.94405831,-41414.6034928
2024,9398.87936584,-41251.6681853
2025,9561.81467337,-41088.7328777
2026,9724.7499809,-40925.7975702
2027,9887.68528843,-40762.8622627
2028,10213.5559035,-40436.9916476
2029,10213.5559035,-40436.9916476
2030,10539.4265186,-40111.1210326
2031,10702.3618261,-39948.185725
