year,Base case diesel consumed,Modeled non-residential ashp
2017,6708.93091644,-7875.70149602
2018,6708.93091644,-7875.70149602
2019,6708.93091644,-7875.70149602
2020,6708.93091644,-7875.70149602
2021,6708.93091644,-7875.70149602
2022,6708.93091644,-7875.70149602
2023,6708.93091644,-7875.70149602
2024,6708.93091644,-7875.70149602
2025,6708.93091644,-7875.70149602
2026,6708.93091644,-7875.70149602
2027,6708.93091644,-7875.70149602
2028,6708.93091644,-7875.70149602
2029,6708.93091644,-7875.70149602
2030,6708.93091644,-7875.70149602
2031,6708.93091644,-7875.70149602
