year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,244691.72,93276.29,0.0,113175.57,120580.01
2018,0.0,262296.11,97520.17,0.0,120512.1,128396.53
2019,0.0,286220.03,103287.48,0.0,130482.25,139018.97
2020,0.0,297053.51,105899.1,0.0,134997.04,143829.13
2021,0.0,304727.22,107748.99,0.0,138195.01,147236.33
2022,0.0,310595.35,109163.62,0.0,140640.52,149841.84
2023,0.0,314657.9,99792.96,0.0,142333.57,147547.12
2024,0.0,317817.67,100483.1,0.0,143650.38,148912.17
2025,0.0,321428.82,101271.83,0.0,145155.31,150472.22
2026,0.0,326394.17,102356.34,0.0,147224.58,152617.29
2027,0.0,330005.32,103145.08,0.0,148729.51,154177.34
2028,0.0,333616.48,103933.81,0.0,150234.44,155737.4
2029,0.0,337679.03,104821.14,0.0,151927.49,157492.46
2030,0.0,340387.4,105412.69,0.0,153056.18,158662.5
2031,0.0,345352.75,106497.2,0.0,155125.46,160807.57
2032,0.0,349866.69,107483.12,0.0,157006.62,162757.64
2033,0.0,354832.04,108567.63,0.0,159075.9,164902.71
2034,0.0,359797.38,109652.14,0.0,161145.17,167047.78
2035,0.0,362957.14,110342.28,0.0,162461.99,168412.83
2036,0.0,367922.48,99870.18,0.0,164531.26,165820.18
2037,0.0,371082.25,100488.74,0.0,165848.08,167147.31
2038,0.0,376047.59,101460.77,0.0,167917.35,169232.8
2039,0.0,379658.75,102167.7,0.0,169422.28,170749.52
2040,0.0,385526.88,103316.47,0.0,171867.79,173214.18
