year,annotation,diesel generation efficiency
2002,,11.18
2003,,10.3
2004,,10.53
2005,,1.25
2006,,0.0
2007,,0.0
2008,,0.0
2009,,3.19
2010,,11.4
2011,,11.4
2012,,11.04
2013,,10.8
2014,start of forecast,11.08
2015,,11.08
2016,,11.08
2017,,11.08
2018,,11.08
2019,,11.08
2020,,11.08
2021,,11.08
2022,,11.08
2023,,11.08
2024,,11.08
2025,,11.08
2026,,11.08
2027,,11.08
2028,,11.08
2029,,11.08
2030,,11.08
2031,,11.08
2032,,11.08
2033,,11.08
2034,,11.08
2035,,11.08
2036,,11.08
2037,,11.08
2038,,11.08
2039,,11.08
2040,,11.08
