year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,406300
2004,,0,0,0,0,0,412394
2005,,0,0,0,0,0,45100
2006,,0,0,0,0,0,0
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,100325
2010,,0,0,0,0,0,382809
2011,,0,0,0,0,0,416330
2012,,0,0,0,0,0,433601
2013,,0,0,0,0,0,426900
2014,start of forecast,0,0,0,0,0,410000
2015,,0,0,0,0,0,410000
2016,,0,0,0,0,0,410000
2017,,0,0,0,0,0,410000
2018,,0,0,0,0,0,410000
2019,,0,0,0,0,0,410000
2020,,0,0,0,0,0,410000
2021,,0,0,0,0,0,410000
2022,,0,0,0,0,0,409000
2023,,0,0,0,0,0,409000
2024,,0,0,0,0,0,409000
2025,,0,0,0,0,0,409000
2026,,0,0,0,0,0,409000
2027,,0,0,0,0,0,409000
2028,,0,0,0,0,0,408000
2029,,0,0,0,0,0,408000
2030,,0,0,0,0,0,408000
2031,,0,0,0,0,0,408000
2032,,0,0,0,0,0,408000
2033,,0,0,0,0,0,408000
2034,,0,0,0,0,0,408000
2035,,0,0,0,0,0,408000
2036,,0,0,0,0,0,408000
2037,,0,0,0,0,0,408000
2038,,0,0,0,0,0,408000
2039,,0,0,0,0,0,408000
2040,,0,0,0,0,0,407000
