year,Base case cost,Modeled non-residential energy efficiency
2017,357867.286363,374542.711119
2018,382808.209418,396495.643073
2019,416702.284339,426742.308389
2020,432050.54468,439886.285016
2021,442922.229089,448920.207924
2022,451235.870107,455615.313065
2023,456991.467735,459971.047665
2024,461468.043668,463168.073232
2025,466584.130449,466977.664602
2026,473618.749772,472580.50829
2027,478734.836552,476432.497567
2028,483850.923333,480304.943476
2029,489606.520961,484787.967215
2030,493443.586046,487518.69793
2031,500478.20537,493221.483673
