year,Base case cost,Modeled diesel efficiency
2019,177302.548471,318684.986526
2020,186186.183467,323069.592128
2021,192478.758256,325185.206259
2022,196809.530317,325601.853409
2023,200132.768165,325185.070165
2024,202717.508713,324177.501705
2025,205671.497911,323584.301339
2026,209733.233058,324074.985997
2027,212687.222256,323633.671089
2028,215113.971328,322786.330428
2029,218429.0839,322818.158774
2030,220639.158948,321915.296101
2031,224690.963202,322754.983201
2032,228374.421616,323326.461333
2033,232426.22587,324297.888092
2034,236478.030125,325332.878096
2035,239056.451014,325090.502142
2036,243108.255268,326248.184241
2037,245686.676157,326125.62481
2038,249738.480412,327400.315224
