year,Base case cost,Modeled biomass for heat (cordwood)
2017,303678.199517,320886.573519
2018,325526.389517,337447.827743
2019,355217.519517,360221.640485
2020,368662.559517,370176.551615
2021,378186.129517,377049.015422
2022,385468.859517,382166.414947
2023,383379.629102,378397.271921
2024,387229.489102,380817.034027
2025,391629.329102,383683.369063
2026,397679.109102,387860.65007
2027,402078.949102,390754.432619
2028,406478.789102,393661.45836
2029,411428.609102,397013.770059
2030,414728.489102,399081.651972
2031,420778.269102,403323.633363
2032,426278.069102,407145.306204
2033,432327.849102,411411.094521
2034,438377.629102,415688.369475
2035,442227.489102,418247.449203
2036,439947.15948,414216.786457
