year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,40897.98,204884.44,46752.26,10571.54,169694.21,45848.47
2018,43672.76,218853.43,49589.32,11167.15,179102.81,48390.52
2019,47531.5,238254.81,53529.67,11990.71,192170.3,51921.13
2020,49374.01,247567.47,55421.03,12392.53,198442.7,53615.82
2021,50595.97,253775.91,56681.95,12664.67,202624.29,54745.62
2022,51510.95,258432.24,57627.63,12869.73,205760.49,55592.97
2023,52195.45,261924.49,58336.89,13024.66,208112.64,56228.48
2024,52721.88,264640.68,58888.54,13149.15,209942.09,56722.76
2025,53329.18,267744.9,59519.0,13287.58,212032.89,57287.66
2026,54088.62,271625.18,66676.23,13460.37,214646.39,61618.39
2027,54775.47,275117.43,67460.4,13613.6,216998.53,62293.62
2028,55300.57,277833.62,68070.31,13738.86,218827.98,62818.8
2029,55981.82,281325.87,68854.48,13895.79,221180.13,63494.03
2030,56430.79,283654.03,69377.26,14003.85,222748.23,63944.19
2031,57180.07,287534.31,70248.56,14183.24,225361.73,64694.44
2032,58016.84,291802.61,71206.99,14372.16,228236.58,65519.72
2033,58777.0,295682.89,72078.29,14544.24,230850.08,66269.98
2034,59595.07,299951.19,73036.72,14745.48,233724.92,67095.26
2035,60131.84,302667.38,73646.63,14862.8,235554.37,67620.44
2036,60961.62,306935.69,74605.06,15056.21,238429.22,68445.72
2037,61494.96,309651.88,75214.97,15175.77,240258.67,68970.9
2038,62319.91,313920.18,76173.4,15372.29,243133.52,69796.18
2039,63009.54,317412.43,76957.57,15523.41,245485.67,70471.41
2040,63929.67,322068.76,78003.13,15724.47,248621.87,71371.71
