year,Base case cost,Modeled water and wastewater efficiency
2017,51469.5215942,39135.7025833
2018,54839.9074474,41277.65445
2019,59522.2140316,44297.6897729
2020,61766.5451278,45693.3468752
2021,63260.6416651,46590.8052367
2022,64380.6770064,47240.7809043
2023,65220.1061013,47705.6597695
2024,65871.0274919,48047.2205932
2025,66616.7562903,48454.0030668
2026,67548.9869907,48987.5986616
2027,68389.0701181,49461.4435957
2028,69039.4350515,49811.2255635
2029,69877.6077214,50288.2526991
2030,70434.6379787,50579.6077466
2031,71363.3077233,51121.5718978
