year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,1523706.0,1126650.63601
2018,1523706.0,1126650.63601
2019,1523706.0,1126650.63601
2020,1523706.0,1126650.63601
2021,1523706.0,1126650.63601
2022,1523706.0,1126650.63601
2023,1523706.0,1126650.63601
2024,1523706.0,1126650.63601
2025,1523706.0,1126650.63601
2026,1523706.0,1126650.63601
2027,1523706.0,1126650.63601
2028,1523706.0,1126650.63601
2029,1523706.0,1126650.63601
2030,1523706.0,1126650.63601
2031,1523706.0,1126650.63601
2032,,
2033,,
2034,,
2035,,
2036,,
