year,Base case cost,Modeled biomass for heat (cordwood)
2017,4392174.6,5600012.41002
2018,4803575.22,5904208.08175
2019,5367346.44,6321068.81707
2020,5656850.58,6535132.43791
2021,5839695.3,6670330.51423
2022,5992065.9,6782995.57783
2023,6083488.26,6850594.61599
2024,6174910.62,6918193.65415
2025,6266332.98,6985792.69231
2026,6388229.46,7075924.7432
2027,6494888.88,7154790.28772
2028,6586311.24,7222389.32588
2029,6692970.66,7301254.8704
2030,6769155.96,7357587.4022
2031,6891052.44,7447719.45308
2032,,
2033,,
2034,,
2035,,
2036,,
