year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,16453.2478358,10694.6110933
2018,16426.5798347,10677.2768926
2019,16380.6207199,10647.4034679
2020,16334.0677832,10617.1440591
2021,16297.9283231,10593.65341
2022,16245.2779153,10559.430645
2023,16179.91702,10516.946063
2024,16108.2751086,10470.3788206
2025,16020.6863804,10413.4461473
2026,15930.6251938,10354.906376
2027,15857.3313779,10307.2653957
2028,15774.6713714,10253.5363914
2029,15635.6441719,10163.1687117
2030,15496.7060457,10072.8589297
2031,15370.2381791,9990.65481641
