year,Base case cost,Modeled biomass for heat (cordwood)
2017,225303.676109,240749.041635
2018,239665.226109,251377.076004
2019,258540.406109,265345.349747
2020,267567.666109,272025.828494
2021,273312.286109,276277.042241
2022,277825.916109,279617.281615
2023,280698.226109,281742.888488
2024,283160.206109,283564.837237
2025,286442.846109,285994.102236
2026,289725.486109,288423.367235
2027,293008.126109,290852.632234
2028,295470.106109,292674.580983
2029,298752.746109,295103.845981
2030,300804.396109,296622.136606
2031,304497.366109,299355.059729
2032,,
2033,,
2034,,
2035,,
2036,,
