year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2009,,5315.59,315193.0,315193.0
2010,,5315.59,301810.0,301810.0
2011,,5315.59,331570.0,331570.0
2012,,5315.59,302800.0,302800.0
2013,,5315.59,376658.0,376658.0
2014,start of forecast,5315.59,336000.0,336000.0
2015,,5315.59,336000.0,336000.0
2016,,5315.59,336000.0,336000.0
2017,,5315.59,336000.0,336000.0
2018,,5315.59,336000.0,336000.0
2019,,5315.59,335000.0,335000.0
2020,,5315.59,335000.0,335000.0
2021,,5315.59,335000.0,335000.0
2022,,5315.59,335000.0,335000.0
2023,,5315.59,335000.0,335000.0
2024,,5315.59,335000.0,335000.0
2025,,5315.59,334000.0,334000.0
2026,,5315.59,334000.0,334000.0
2027,,5315.59,334000.0,334000.0
2028,,5315.59,334000.0,334000.0
2029,,5315.59,334000.0,334000.0
2030,,5315.59,333000.0,333000.0
2031,,5315.59,333000.0,333000.0
2032,,5315.59,333000.0,333000.0
2033,,5315.59,333000.0,333000.0
2034,,5315.59,333000.0,333000.0
2035,,5315.59,332000.0,332000.0
2036,,5315.59,332000.0,332000.0
2037,,5315.59,332000.0,332000.0
2038,,5315.59,332000.0,332000.0
2039,,5315.59,332000.0,332000.0
2040,,5315.59,332000.0,332000.0
