year,Base case cost,Modeled diesel efficiency
2019,143130.237106,298738.475009
2020,149759.427035,304765.011308
2021,153978.002445,308600.079862
2022,157292.597409,311613.348011
2023,159401.885114,313530.882289
2024,161209.846004,315174.483097
2025,163132.041238,316921.933311
2026,165535.459894,319106.859361
2027,167938.878549,321291.785411
2028,169741.442541,322930.479949
2029,172144.861196,325115.406
2030,173127.096665,326008.347335
2031,175822.847305,328459.029735
2032,178219.070096,330637.41409
2033,180914.820736,333088.09649
2034,183910.099225,335811.076935
2035,184850.958474,336666.403525
2036,187837.242133,339381.206851
2037,189330.383962,340738.608514
2038,192018.039255,343181.931508
