year,annotation,diesel generation efficiency
2009,,11.4
2010,,10.41
2011,,10.83
2012,,11.07
2013,,11.45
2016,start of forecast,11.12
2017,,11.12
2018,,11.12
2019,,11.12
2020,,11.12
2021,,11.12
2022,,11.12
2023,,11.12
2024,,11.12
2025,,11.12
2026,,11.12
2027,,11.12
2028,,11.12
2029,,11.12
2030,,11.12
2031,,11.12
2032,,11.12
2033,,11.12
2034,,11.12
2035,,11.12
2036,,11.12
2037,,11.12
2038,,11.12
2039,,11.12
2040,,11.12
