year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,30222.63,9917.11,40935.49,12585.94
2018,30222.63,9914.87,40935.49,12585.94
2019,30132.68,9912.62,40935.49,12585.94
2020,30132.68,9909.89,40935.49,12585.94
2021,30132.68,9906.89,40935.49,13608.49
2022,30132.68,9904.14,40935.49,13608.49
2023,30132.68,9901.47,40935.49,13608.49
2024,30132.68,9898.57,40935.49,13608.49
2025,30042.73,9895.05,40935.49,13608.49
2026,30042.73,9891.34,40935.49,13608.49
2027,30042.73,9887.49,40935.49,14631.03
2028,30042.73,9883.7,40935.49,14631.03
2029,30042.73,9879.32,40935.49,14631.03
2030,29952.78,9875.07,40935.49,14631.03
2031,29952.78,9871.22,40935.49,14631.03
2032,29952.78,,,15653.57
2033,29952.78,,,15653.57
2034,29952.78,,,15653.57
2035,29862.84,,,15653.57
2036,29862.84,,,15653.57
