year,Base case cost,Modeled transmission and interties
2021,595963.217912,
2022,694725.42582,
2023,804795.304875,
2024,932180.692725,
2025,1071152.00026,
2026,1217161.1021,
2027,1355014.31667,
2028,1491948.2913,
2029,1623716.45789,
2030,1794606.95233,
2031,1960950.04977,
2032,2144035.40573,
2033,2332336.82927,
2034,2535176.37497,
2035,2729864.40381,
2036,2902722.30483,
2037,3060730.32877,
2038,3249369.0012,
2039,3450427.61055,
2040,3682990.94757,
