year,Base case cost,Modeled non-residential energy efficiency
2017,462559.284358,440263.356056
2018,478281.287505,454058.016699
2019,500050.21494,473158.316051
2020,510329.986228,482177.901857
2021,516981.602945,488014.104436
2022,522423.834803,492789.179274
2023,526656.681804,496503.126371
2024,529680.143948,499155.945725
2025,533308.29852,502339.328951
2026,538145.83795,506583.839918
2027,541773.992523,509767.223143
2028,544797.454666,512420.042498
2029,549030.301668,516133.989594
2030,552053.763811,518786.808948
2031,556286.610813,522500.756045
