year,Base case diesel consumed,Modeled non-residential ashp
2017,140240.628393,98168.4397911
2018,140240.628393,98168.4397911
2019,140240.628393,98168.4397911
2020,140240.628393,98168.4397911
2021,140240.628393,98168.4397911
2022,140240.628393,98168.4397911
2023,140240.628393,98168.4397911
2024,140240.628393,98168.4397911
2025,140240.628393,98168.4397911
2026,140240.628393,98168.4397911
2027,140240.628393,98168.4397911
2028,140240.628393,98168.4397911
2029,140240.628393,98168.4397911
2030,140240.628393,98168.4397911
2031,140240.628393,98168.4397911
