year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,140241.0,103696.35291
2018,140241.0,103696.35291
2019,140241.0,103696.35291
2020,140241.0,103696.35291
2021,140241.0,103696.35291
2022,140241.0,103696.35291
2023,140241.0,103696.35291
2024,140241.0,103696.35291
2025,140241.0,103696.35291
2026,140241.0,103696.35291
2027,140241.0,103696.35291
2028,140241.0,103696.35291
2029,140241.0,103696.35291
2030,140241.0,103696.35291
2031,140241.0,103696.35291
2032,,
2033,,
2034,,
2035,,
2036,,
