year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1412167.93,7510.31,140240.63,228266.83
2018,1412167.93,7510.96,140240.63,228266.83
2019,1412167.93,7511.74,140240.63,229967.83
2020,1412167.93,7511.95,140240.63,229967.83
2021,1412167.93,7511.48,140240.63,228266.83
2022,1412167.93,7511.25,140240.63,228266.83
2023,1412167.93,7511.51,140240.63,228266.83
2024,1412167.93,7511.87,140240.63,229967.83
2025,1412167.93,7511.37,140240.63,228266.83
2026,1412103.82,7509.42,140240.63,228266.83
2027,1412039.7,7505.97,140240.63,228266.83
2028,1411911.48,7501.33,140240.63,226565.82
2029,1411847.37,7497.17,140240.63,224864.82
2030,1411719.15,7491.61,140240.63,223163.82
2031,1411526.82,7484.8,140240.63,221462.81
2032,1411334.49,,,219761.81
2033,1411078.04,,,218060.8
2034,1410821.6,,,214658.8
2035,1410565.16,,,211256.79
2036,1410308.71,,,209555.78
