year,Base case cost,Modeled biomass for heat (cordwood)
2017,448133.540918,631319.089138
2018,480388.970918,652968.848112
2019,523863.680918,682965.887244
2020,544899.830918,696421.87312
2021,558923.930918,704742.224177
2022,570143.210918,711036.678269
2023,577155.260918,714267.146171
2024,582764.900918,716506.455618
2025,589776.950918,719827.460106
2026,599593.820918,725266.074765
2027,606605.870918,728673.421675
2028,612215.510918,731085.464529
2029,620629.970918,735612.117506
2030,626239.610918,738104.573004
2031,634654.070918,742709.753953
2032,,
2033,,
2034,,
2035,,
2036,,
