year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,140240.628393,103778.065011
2018,140240.628393,103778.065011
2019,140240.628393,103778.065011
2020,140240.628393,103778.065011
2021,140240.628393,103778.065011
2022,140240.628393,103778.065011
2023,140240.628393,103778.065011
2024,140240.628393,103778.065011
2025,140240.628393,103778.065011
2026,140240.628393,103778.065011
2027,140240.628393,103778.065011
2028,140240.628393,103778.065011
2029,140240.628393,103778.065011
2030,140240.628393,103778.065011
2031,140240.628393,103778.065011
