year,Base case cost,Modeled non-residential energy efficiency
2017,3008775.78212,2490912.04803
2018,3119652.85384,2577880.98105
2019,3269095.86355,2696386.95911
2020,3341406.99728,2752060.68045
2021,3389614.41977,2788152.0094
2022,3428180.35776,2816455.05463
2023,3452284.069,2833036.06784
2024,3471567.03799,2845757.26697
2025,3495670.74924,2862480.91053
2026,3529415.94498,2887137.32179
2027,3553519.65622,2903996.98827
2028,3572802.62522,2916990.30973
2029,3601727.07871,2937911.67263
2030,3621010.0477,2951031.67529
2031,3649934.5012,2972076.75031
