year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,15678.0,11592.4898719
2018,15678.0,11592.4898719
2019,15678.0,11592.4898719
2020,15678.0,11592.4898719
2021,15678.0,11592.4898719
2022,15678.0,11592.4898719
2023,15678.0,11592.4898719
2024,15678.0,11592.4898719
2025,15678.0,11592.4898719
2026,15678.0,11592.4898719
2027,15678.0,11592.4898719
2028,15678.0,11592.4898719
2029,15678.0,11592.4898719
2030,15678.0,11592.4898719
2031,15678.0,11592.4898719
2032,,
2033,,
2034,,
2035,,
2036,,
