year,Base case cost,Modeled biomass for heat (cordwood)
2017,36707.2654118,
2018,40940.3254118,
2019,46741.1854118,
2020,49563.2254118,
2021,51601.3654118,
2022,53012.3854118,
2023,54109.8454118,
2024,54893.7454118,
2025,55991.2054118,
2026,57088.6654118,
2027,58186.1254118,
2028,59126.8054118,
2029,60224.2654118,
2030,61008.1654118,
2031,62262.4054118,
2032,,
2033,,
2034,,
2035,,
2036,,
