year,population
2003,494.0
2004,521.0
2005,519.0
2006,528.0
2007,485.0
2008,481.0
2009,467.0
2010,492.0
2011,493.0
2012,500.0
2013,506.0
2014,512.0
2015,519.0
2016,526.0
2017,532.0
2018,542.0
2019,550.0
2020,557.0
2021,563.0
2022,569.0
2023,576.0
2024,582.0
2025,588.0
2026,595.0
2027,602.0
2028,610.0
2029,615.0
2030,622.0
2031,629.0
2032,636.0
2033,643.0
2034,650.0
2035,656.0
2036,665.0
2037,672.0
2038,680.0
2039,688.0
2040,696.0
