year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,23521.57,1208876.0,1208876.0
2004,,23521.57,1239910.0,1239910.0
2005,,23521.57,1200066.0,1200066.0
2006,,23521.57,1268158.0,1268158.0
2007,,23521.57,1225568.0,1225568.0
2008,,23521.57,1219705.0,1219705.0
2009,,23521.57,1222793.0,1222793.0
2010,,23521.57,1542510.0,1542510.0
2011,,23521.57,1508994.0,1508994.0
2012,,23521.57,1447174.0,1447174.0
2013,,23521.57,1362869.0,1362869.0
2014,start of forecast,23521.57,1448000.0,1448000.0
2015,,23521.57,1453000.0,1453000.0
2016,,23521.57,1457000.0,1457000.0
2017,,23521.57,1461000.0,1461000.0
2018,,23521.57,1467000.0,1467000.0
2019,,23521.57,1472000.0,1472000.0
2020,,23521.57,1477000.0,1477000.0
2021,,23521.57,1481000.0,1481000.0
2022,,23521.57,1484000.0,1484000.0
2023,,23521.57,1489000.0,1489000.0
2024,,23521.57,1492000.0,1492000.0
2025,,23521.57,1496000.0,1496000.0
2026,,23521.57,1501000.0,1501000.0
2027,,23521.57,1505000.0,1505000.0
2028,,23521.57,1510000.0,1510000.0
2029,,23521.57,1514000.0,1514000.0
2030,,23521.57,1518000.0,1518000.0
2031,,23521.57,1522000.0,1522000.0
2032,,23521.57,1527000.0,1527000.0
2033,,23521.57,1531000.0,1531000.0
2034,,23521.57,1535000.0,1535000.0
2035,,23521.57,1539000.0,1539000.0
2036,,23521.57,1545000.0,1545000.0
2037,,23521.57,1550000.0,1550000.0
2038,,23521.57,1554000.0,1554000.0
2039,,23521.57,1560000.0,1560000.0
2040,,23521.57,1565000.0,1565000.0
