year,Base case cost,Modeled wind power
2019,327145.940589,506051.31195
2020,347629.724302,520652.980508
2021,362600.352753,531375.414679
2022,373067.040856,538901.045204
2023,381918.985096,545465.500218
2024,388124.381635,550036.97588
2025,395705.516627,555657.40582
2026,405777.991539,563115.60733
2027,414535.936701,569586.063264
2028,421414.628966,574830.834652
2029,431356.671049,582158.603332
2030,436920.833563,586415.629145
2031,446944.487249,593825.009428
2032,457314.261573,601580.51035
2033,467437.015062,609088.990437
2034,478724.919921,617435.837718
2035,485579.56591,622656.56283
2036,497604.889898,631740.82924
2037,504862.493177,637364.511643
2038,516356.61307,645917.573957
