year,Base case cost,Modeled diesel efficiency
2019,327145.940589,531508.230036
2020,347629.724302,550129.851594
2021,362600.352753,563739.513822
2022,373067.040856,573254.684825
2023,381918.985096,581301.906862
2024,388124.381635,586943.176442
2025,395705.516627,593835.117344
2026,405777.991539,602991.912719
2027,414535.936701,610953.681048
2028,421414.628966,617207.037652
2029,431356.671049,626245.257727
2030,436920.833563,631303.587286
2031,446944.487249,640415.999727
2032,457314.261573,649843.067295
2033,467437.015062,659045.570467
2034,478724.919921,669307.302157
2035,485579.56591,675538.798511
2036,497604.889898,686470.911227
2037,504862.493177,693068.73239
2038,516356.61307,703517.932292
