year,Base case cost,Modeled water and wastewater efficiency
2017,19505.7834169,29776.184329
2018,21200.5006427,30490.09346
2019,23528.5073359,31624.7216163
2020,24646.2207247,31981.5252063
2021,25394.999472,32107.1717843
2022,26038.1802182,32172.6314188
2023,26416.4833195,32074.1564054
2024,26793.4450515,31982.8518447
2025,27169.930018,31899.1096906
2026,27650.3353695,31890.5795091
2027,28076.2774227,31854.1325087
2028,28447.4238082,31789.3718231
2029,28923.2487575,31799.8059909
2030,29186.2353656,31678.8684492
2031,29711.8115845,31735.4281104
