year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,27123.2261635,20071.187361
2018,27123.2261635,20071.187361
2019,27123.2261635,20071.187361
2020,27123.2261635,20071.187361
2021,27123.2261635,20071.187361
2022,27123.2261635,20071.187361
2023,27123.2261635,20071.187361
2024,27123.2261635,20071.187361
2025,27123.2261635,20071.187361
2026,27123.2261635,20071.187361
2027,27123.2261635,20071.187361
2028,27123.2261635,20071.187361
2029,27123.2261635,20071.187361
2030,27123.2261635,20071.187361
2031,27123.2261635,20071.187361
