year,Base case diesel consumed,Modeled residential ashp
2017,10992.1647508,-38711.5367364
2018,11145.8798451,-38557.8216421
2019,11145.8798451,-38557.8216421
2020,11145.8798451,-38557.8216421
2021,11145.8798451,-38557.8216421
2022,11299.5949394,-38404.1065478
2023,11299.5949394,-38404.1065478
2024,11299.5949394,-38404.1065478
2025,11299.5949394,-38404.1065478
2026,11299.5949394,-38404.1065478
2027,11299.5949394,-38404.1065478
2028,11299.5949394,-38404.1065478
2029,11299.5949394,-38404.1065478
2030,11299.5949394,-38404.1065478
2031,11299.5949394,-38404.1065478
