year,Base case cost,Modeled residential energy efficiency
2017,367607.887057,431978.603684
2018,387650.080727,446436.311746
2019,409825.535586,461844.812179
2020,420409.275405,468083.160438
2021,427465.101952,471565.798837
2022,438282.466667,479065.93891
2023,441859.03411,479889.09941
2024,445435.601552,480759.892984
2025,449012.168994,481677.203355
2026,453610.612848,483455.800274
2027,457698.118496,484870.829068
2028,461274.685938,485921.249932
2029,465873.129792,487829.837619
2030,468427.820822,488148.020562
2031,473537.202882,490546.20028
