year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2003,,1.66,
2004,,1.98,2.9
2005,,1.98,3.45
2008,,4.31,4.06
2009,,4.0,5.43
2010,,3.63,5.5
2011,,3.32,5.75
2012,,3.9,6.5
2013,,4.25,7.0
2014,,,6.5
2016,start of forecast,2.17,3.72
2017,,2.58,4.13
2018,,2.89,4.44
2019,,3.3,4.85
2020,,3.5,5.05
2021,,3.64,5.19
2022,,3.74,5.29
2023,,3.81,5.36
2024,,3.87,5.42
2025,,3.94,5.49
2026,,4.02,5.57
2027,,4.09,5.64
2028,,4.15,5.7
2029,,4.23,5.78
2030,,4.28,5.83
2031,,4.37,5.92
2032,,4.45,6.0
2033,,4.54,6.09
2034,,4.63,6.18
2035,,4.69,6.24
2036,,4.79,6.34
2037,,4.84,6.39
2038,,4.94,6.49
2039,,5.01,6.56
2040,,5.11,6.66
