year,Base case cost,Modeled wind power
2019,102555.962723,
2020,108771.475615,
2021,113490.304293,
2022,116608.169796,
2023,118790.675647,
2024,120661.394949,
2025,122843.900801,
2026,125744.57727,
2027,127934.159461,
2028,129810.944197,
2029,132740.93693,
2030,134309.978737,
2031,137134.253991,
2032,139644.720884,
2033,142927.947298,
2034,145761.320703,
2035,147650.236306,
2036,150798.428977,
2037,152861.803643,
2038,156020.105371,
