year,Base case diesel consumed,Modeled diesel efficiency
2019,24260.1886913,22054.7169921
2020,24260.1886913,22054.7169921
2021,24260.1886913,22054.7169921
2022,24260.1886913,22054.7169921
2023,24260.1886913,22054.7169921
2024,24260.1886913,22054.7169921
2025,24350.3752664,22136.7047876
2026,24350.3752664,22136.7047876
2027,24350.3752664,22136.7047876
2028,24350.3752664,22136.7047876
2029,24350.3752664,22136.7047876
2030,24350.3752664,22136.7047876
2031,24350.3752664,22136.7047876
2032,24350.3752664,22136.7047876
2033,24350.3752664,22136.7047876
2034,24350.3752664,22136.7047876
2035,24440.5618415,22218.6925831
2036,24440.5618415,22218.6925831
2037,24440.5618415,22218.6925831
2038,24440.5618415,22218.6925831
