year,Base case cost,Modeled water and wastewater efficiency
2017,54714.5318973,27054.5054998
2018,57598.157206,27740.8097716
2019,61652.3625251,28705.5657424
2020,63458.6521455,29135.7696365
2021,64812.66841,29458.1824339
2022,65719.0777712,29674.3359118
2023,66441.6551296,29846.4238377
2024,66985.2180079,29976.018702
2025,67619.8533989,30127.3659841
2026,68436.7689691,30322.2619483
2027,69165.3975106,30496.3046106
2028,69715.25762,30627.9334429
2029,70445.2157566,30802.3981854
2030,70993.9902577,30933.6667247
2031,71814.3341285,31129.6503931
