year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3093.96,215870.0,215870.0
2004,,3093.96,246683.0,246683.0
2005,,3093.96,270875.0,270875.0
2006,,3093.96,293370.0,293370.0
2007,,3093.96,266206.0,266206.0
2008,,3093.96,258174.0,258174.0
2009,,3093.96,253689.0,253689.0
2010,,3093.96,251279.0,251279.0
2011,,3093.96,275467.0,275467.0
2012,,3093.96,271331.0,271331.0
2013,,3093.96,253413.0,253413.0
2014,start of forecast,3093.96,268000.0,268000.0
2015,,3093.96,269000.0,269000.0
2016,,3093.96,269000.0,269000.0
2017,,3093.96,269000.0,269000.0
2018,,3093.96,269000.0,269000.0
2019,,3093.96,269000.0,269000.0
2020,,3093.96,269000.0,269000.0
2021,,3093.96,269000.0,269000.0
2022,,3093.96,269000.0,269000.0
2023,,3093.96,269000.0,269000.0
2024,,3093.96,269000.0,269000.0
2025,,3093.96,270000.0,270000.0
2026,,3093.96,270000.0,270000.0
2027,,3093.96,270000.0,270000.0
2028,,3093.96,270000.0,270000.0
2029,,3093.96,270000.0,270000.0
2030,,3093.96,270000.0,270000.0
2031,,3093.96,270000.0,270000.0
2032,,3093.96,270000.0,270000.0
2033,,3093.96,270000.0,270000.0
2034,,3093.96,270000.0,270000.0
2035,,3093.96,271000.0,271000.0
2036,,3093.96,271000.0,271000.0
2037,,3093.96,271000.0,271000.0
2038,,3093.96,271000.0,271000.0
2039,,3093.96,271000.0,271000.0
2040,,3093.96,272000.0,272000.0
