year,Base case cost,Modeled non-residential energy efficiency
2017,172638.654544,174787.638796
2018,181959.045818,183031.772786
2019,195065.846048,194625.08621
2020,200891.090595,199777.669954
2021,205260.024005,203642.107762
2022,208172.646278,206218.399634
2023,210502.744096,208279.433132
2024,212250.31746,209825.208255
2025,214289.153052,211628.612565
2026,216910.513098,213947.27525
2027,219240.610916,216008.308748
2028,220988.18428,217554.083871
2029,223318.282099,219615.117368
2030,225065.855463,221160.892492
2031,227687.215509,223479.555176
