year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3488.13,6994.48,34998.23,34578.97
2018,3488.13,6996.32,34998.23,34578.97
2019,3488.13,6997.99,34998.23,34578.97
2020,3488.13,6999.94,34998.23,35528.52
2021,3488.13,7001.48,34998.23,35528.52
2022,3488.13,7002.34,34998.23,35528.52
2023,3488.13,7002.45,34998.23,35528.52
2024,3488.13,7002.93,34998.23,35528.52
2025,3488.13,7003.77,34998.23,36478.07
2026,3488.13,7005.2,34998.23,36478.07
2027,3488.13,7006.26,34998.23,36478.07
2028,3488.13,7007.02,34998.23,36478.07
2029,3488.13,7010.83,34998.23,37427.63
2030,3488.13,7013.85,34998.23,38377.18
2031,3488.13,7016.03,34998.23,38377.18
2032,3488.13,,,38377.18
2033,3488.13,,,38377.18
2034,3488.13,,,38377.18
2035,3488.13,,,38377.18
2036,3488.13,,,38377.18
