year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,34998.0,25877.9750684
2018,34998.0,25877.9750684
2019,34998.0,25877.9750684
2020,34998.0,25877.9750684
2021,34998.0,25877.9750684
2022,34998.0,25877.9750684
2023,34998.0,25877.9750684
2024,34998.0,25877.9750684
2025,34998.0,25877.9750684
2026,34998.0,25877.9750684
2027,34998.0,25877.9750684
2028,34998.0,25877.9750684
2029,34998.0,25877.9750684
2030,34998.0,25877.9750684
2031,34998.0,25877.9750684
2032,,
2033,,
2034,,
2035,,
2036,,
