year,Base case diesel consumed,Modeled non-residential ashp
2017,34998.2317303,24498.7621902
2018,34998.2317303,24498.7621902
2019,34998.2317303,24498.7621902
2020,34998.2317303,24498.7621902
2021,34998.2317303,24498.7621902
2022,34998.2317303,24498.7621902
2023,34998.2317303,24498.7621902
2024,34998.2317303,24498.7621902
2025,34998.2317303,24498.7621902
2026,34998.2317303,24498.7621902
2027,34998.2317303,24498.7621902
2028,34998.2317303,24498.7621902
2029,34998.2317303,24498.7621902
2030,34998.2317303,24498.7621902
2031,34998.2317303,24498.7621902
