year,Base case cost,Modeled residential energy efficiency
2017,376292.168053,378549.29696
2018,387930.951156,388855.904331
2019,403868.062479,403121.196736
2020,420935.266563,419215.561186
2021,426237.728818,423738.044557
2022,430171.813717,427008.675958
2023,432877.468944,429156.153192
2024,435101.082148,430867.729093
2025,447860.78859,443087.673393
2026,451197.374701,445846.764205
2027,454023.095953,448141.804244
2028,456306.023292,449943.144081
2029,469820.939773,462918.564038
2030,482222.100412,474880.555053
2031,485765.654494,477880.036615
2032,489426.767243,480995.160441
2033,492987.11542,484023.409942
2034,496748.992739,487244.823075
2035,499150.548349,489211.597933
2036,503046.77843,492569.835442
