year,Base case cost,Modeled non-residential energy efficiency
2017,350669.891797,353890.502181
2018,362446.602373,364381.252992
2019,378572.579275,379243.738158
2020,386091.909435,385542.838061
2021,391314.091888,389576.907224
2022,395188.614353,392293.195067
2023,397853.305693,393828.653958
2024,400043.253174,394916.519214
2025,402677.315877,396473.507988
2026,405878.008349,398621.328215
2027,408588.642643,400304.455368
2028,410778.590123,401491.736162
2029,413780.19646,403512.744429
2030,415617.914625,404394.661078
2031,418849.235733,406690.199343
