year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,114083.11,363839.56,228827.76,37234.22,253748.62,198653.57
2018,120376.35,383832.68,247106.87,38392.77,261255.35,207332.2
2019,128930.41,411023.31,270582.62,39953.6,271464.5,218345.45
2020,132971.64,423818.9,285528.93,40722.4,276268.81,225172.47
2021,135759.45,432615.87,298206.74,41271.13,279571.77,230862.76
2022,138046.63,439813.39,310066.6,41733.1,282274.19,236121.55
2023,139330.75,443812.02,319917.82,42019.04,283775.54,240420.72
2024,140616.22,447810.64,329893.3,42307.47,285276.88,244752.09
2025,142153.97,452608.99,340575.96,42642.44,287078.5,249376.5
2026,143944.3,458207.06,352003.08,43024.42,289180.38,254303.61
2027,145232.7,462205.68,362388.6,43317.63,290681.73,258741.25
2028,146521.58,466204.3,372898.38,43611.4,292183.08,263211.09
2029,148318.96,471802.37,384797.67,44006.72,294284.96,268260.57
2030,149110.36,474201.55,394290.7,44221.13,295185.77,272247.38
2031,151158.42,480599.34,414840.23,44658.4,297587.92,280845.72
2032,,,427311.1,,,286043.33
2033,,,439955.92,,,291286.01
2034,,,452774.7,,,296573.78
2035,,,464328.22,,,301314.12
2036,,,478202.1,,,306985.09
