year,Base case cost,Modeled diesel efficiency
2019,164508.347703,349170.428629
2020,174816.238496,353862.705974
2021,182708.161878,356468.302412
2022,189031.011672,357754.551425
2023,192805.163726,356828.375853
2024,196964.646299,356354.62315
2025,201654.740709,356462.97377
2026,207059.76171,357318.64918
2027,211248.965102,357164.144756
2028,215187.412478,356874.560092
2029,220964.808958,358347.450284
2030,223947.781081,357368.53178
2031,230186.562234,359435.940686
2032,235825.378875,361042.401014
2033,241506.284853,362769.618177
2034,246943.551039,364355.905026
2035,251384.476041,365115.099388
2036,257844.098128,367786.301279
2037,261390.375185,367884.035399
2038,267928.977592,370775.334533
