year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,60263.32,25075.63,79972.45,48352.24
2018,61272.03,25080.7,79972.45,49594.8
2019,61383.71,25085.88,79972.45,50837.35
2020,61555.01,25091.07,79972.45,52079.91
2021,61934.97,25096.2,79972.45,53322.47
2022,62181.25,25101.39,79972.45,54565.02
2023,62396.49,25106.63,79972.45,55807.58
2024,62727.59,25112.01,79972.45,57050.13
2025,63017.11,25117.49,79972.45,58292.69
2026,63321.03,25123.09,79972.45,59535.24
2027,63629.21,25128.67,79972.45,60777.8
2028,63853.83,25134.24,79972.45,62020.36
2029,64233.96,25140.68,79972.45,63262.91
2030,64538.27,25146.95,79972.45,64505.47
2031,64841.29,25152.99,79972.45,66990.58
2032,65145.13,,,68233.13
2033,65448.86,,,69475.69
2034,65676.48,,,70718.25
2035,65980.18,,,71960.8
2036,66283.83,,,73203.36
