year,Base case cost,Modeled water and wastewater efficiency
2017,151317.326558,50587.5712162
2018,158769.125424,50491.6926235
2019,168884.005061,50636.7839244
2020,173694.043472,50357.285082
2021,177030.585338,49971.5941154
2022,179779.728901,49553.5228553
2023,181349.796324,49053.0410461
2024,182923.694233,48569.0691928
2025,184796.411638,48125.8016269
2026,186968.721432,47723.1146242
2027,188550.327991,47285.2904868
2028,190132.980441,46861.6814551
2029,192325.682205,46507.1534678
2030,193331.497527,46065.4959509
2031,195816.816977,45760.8248011
