year,Base case diesel consumed,Modeled diesel efficiency
2019,61383.7118295,55803.3743905
2020,61555.0135549,55959.1032318
2021,61934.9701282,56304.5182983
2022,62181.2538394,56528.4125813
2023,62396.4931153,56724.0846503
2024,62727.5943628,57025.0857844
2025,63017.1064715,57288.2786104
2026,63321.0280459,57564.5709508
2027,63629.2063561,57844.733051
2028,63853.831596,58048.9378145
2029,64233.9560923,58394.5055385
2030,64538.2654412,58671.1504011
2031,64841.2851362,58946.6228511
2032,65145.1322859,59222.8475326
2033,65448.8576838,59498.9615307
2034,65676.4763401,59705.8875819
2035,65980.1774385,59981.9794895
2036,66283.8298531,60258.0271391
2037,66511.5458487,60465.0416806
2038,66815.206382,60741.0967109
