year,Base case diesel consumed,Modeled residential ashp
2017,10945.2495153,6139.02041556
2018,10945.2495153,6139.02041556
2019,10945.2495153,6139.02041556
2020,10945.2495153,6139.02041556
2021,10945.2495153,6139.02041556
2022,10945.2495153,6139.02041556
2023,10945.2495153,6139.02041556
2024,10945.2495153,6139.02041556
2025,10945.2495153,6139.02041556
2026,10945.2495153,6139.02041556
2027,10945.2495153,6139.02041556
2028,10945.2495153,6139.02041556
2029,10945.2495153,6139.02041556
2030,10945.2495153,6139.02041556
2031,10945.2495153,6139.02041556
