year,Base case diesel consumed,Modeled non-residential ashp
2017,10945.2495153,8826.55402467
2018,10945.2495153,8826.55402467
2019,10945.2495153,8826.55402467
2020,10945.2495153,8826.55402467
2021,10945.2495153,8826.55402467
2022,10945.2495153,8826.55402467
2023,10945.2495153,8826.55402467
2024,10945.2495153,8826.55402467
2025,10945.2495153,8826.55402467
2026,10945.2495153,8826.55402467
2027,10945.2495153,8826.55402467
2028,10945.2495153,8826.55402467
2029,10945.2495153,8826.55402467
2030,10945.2495153,8826.55402467
2031,10945.2495153,8826.55402467
