year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,3242.41,310772.06,0.0,2977.37,148036.16
2018,0.0,3621.52,337545.79,0.0,3007.26,149522.66
2019,0.0,4147.39,374683.55,0.0,3048.73,151584.59
2020,0.0,4404.2,388675.69,0.0,3068.99,151138.32
2021,0.0,4575.42,400639.47,0.0,3082.49,151803.25
2022,0.0,4709.94,405666.85,0.0,3093.1,150861.03
2023,0.0,4807.78,412430.39,0.0,3100.81,151237.34
2024,0.0,4881.15,413002.73,0.0,3106.6,150048.5
2025,0.0,4978.99,419693.36,0.0,3114.31,150421.16
2026,0.0,5089.05,422565.09,0.0,3122.99,149361.57
2027,0.0,5186.89,424454.68,0.0,3130.71,148248.08
2028,0.0,5260.26,424580.48,0.0,3136.5,147036.87
2029,0.0,5370.33,431861.39,0.0,3145.18,147443.78
2030,0.0,5431.48,430995.94,0.0,3150.0,146178.22
2031,0.0,5553.77,433993.17,0.0,3159.64,145129.59
2032,0.0,5663.83,436026.49,0.0,3168.32,144027.98
2033,0.0,5786.13,438668.31,0.0,3177.97,142961.54
2034,0.0,5908.42,441127.87,0.0,3187.61,141885.97
2035,0.0,5994.03,441142.24,0.0,3194.36,140673.84
2036,0.0,6116.32,448685.35,0.0,3204.01,141098.56
2037,0.0,6189.7,447735.8,0.0,3209.79,139833.46
2038,0.0,6324.22,450357.32,0.0,3220.4,138770.67
2039,0.0,6422.06,450597.43,0.0,3228.12,137574.53
2040,0.0,6568.81,459321.1,0.0,3239.69,138067.75
