year,Base case cost,Modeled non-residential energy efficiency
2017,6219.77726148,6978.31260245
2018,6628.78610778,7343.62667744
2019,7196.1209591,7865.09965794
2020,7473.19146788,8102.64699131
2021,7657.9051404,8250.39565213
2022,7803.03731167,8360.099154
2023,7908.58798168,8431.73911972
2024,7987.75098419,8478.24068576
2025,8093.3016542,8551.35865846
2026,8212.04615796,8638.13283974
2027,8317.59682798,8712.66034954
2028,8396.75983049,8761.98178321
2029,8515.50433425,8850.79661543
2030,8581.47350301,8888.48770003
2031,8713.41184052,8991.52758195
