year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8626.09330981,5606.96065138
2018,8626.36500221,5607.13725143
2019,8626.13828051,5606.98988233
2020,8626.32189973,5607.10923482
2021,8626.37567774,5607.14419053
2022,8626.53741211,5607.24931787
2023,8626.46561913,5607.20265244
2024,8626.49430964,5607.22130126
2025,8626.48857154,5607.2175715
2026,8626.60199911,5607.29129942
2027,8626.82445059,5607.43589288
2028,8627.00446682,5607.55290343
2029,8626.42972264,5607.17931972
2030,8625.7922597,5606.7649688
2031,8625.51896597,5606.58732788
