year,Base case cost,Modeled water and wastewater efficiency
2017,68025.0267167,54607.976552
2018,72594.0650602,57801.7651376
2019,78847.7663255,62172.9454456
2020,82063.2250046,64420.5746579
2021,84093.2325872,65839.5438713
2022,85786.6701259,67023.2946655
2023,86800.2385087,67731.7403919
2024,87815.3095821,68441.2732762
2025,88829.861466,69150.4305831
2026,90184.4800912,70097.3350883
2027,91371.7547419,70927.310041
2028,92389.3170126,71638.6429843
2029,93563.894829,72459.4397751
2030,94399.0536445,73042.9599349
2031,95747.248766,73985.2235367
