year,Base case diesel consumed,Modeled non-residential ashp
2017,51192.4293006,36835.7330925
2018,51192.4293006,36835.7330925
2019,51192.4293006,36835.7330925
2020,51192.4293006,36835.7330925
2021,51192.4293006,36835.7330925
2022,51192.4293006,36835.7330925
2023,51192.4293006,36835.7330925
2024,51192.4293006,36835.7330925
2025,51192.4293006,36835.7330925
2026,51192.4293006,36835.7330925
2027,51192.4293006,36835.7330925
2028,51192.4293006,36835.7330925
2029,51192.4293006,36835.7330925
2030,51192.4293006,36835.7330925
2031,51192.4293006,36835.7330925
