year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,651875.88,212354.41,0.0,1057362.46,124541.29
2018,0.0,712934.96,227874.8,0.0,1090504.11,130995.01
2019,0.0,796608.52,243073.73,0.0,1135920.44,136731.46
2020,0.0,839576.02,253729.41,0.0,1159242.34,141172.05
2021,0.0,866713.39,260459.31,0.0,1173971.97,143976.63
2022,0.0,889327.86,259423.63,0.0,1186246.65,142988.47
2023,0.0,902896.55,262704.55,0.0,1193611.46,144358.89
2024,0.0,916465.23,259173.49,0.0,1200976.27,142340.25
2025,0.0,930033.92,262370.39,0.0,1208341.08,143678.8
2026,0.0,948125.49,259624.87,0.0,1218160.83,142000.12
2027,0.0,963955.63,263256.56,0.0,1226753.11,143524.58
2028,0.0,977524.31,259179.33,0.0,1234117.92,141298.79
2029,0.0,993354.44,262712.98,0.0,1242710.2,142786.06
2030,0.0,1004661.68,257878.87,0.0,1248847.55,140252.19
2031,0.0,1022753.26,254335.1,0.0,1258667.29,138270.74
2032,,,258149.5,,,139885.5
2033,,,262440.69,,,141702.1
2034,,,258897.59,,,139741.9
2035,,,261674.36,,,140921.1
2036,,,257795.15,,,138833.41
