year,Base case cost,Modeled biomass for heat (cordwood)
2017,651876.625095,859636.187566
2018,712935.775095,904784.238415
2019,796609.425095,966653.78958
2020,839576.975095,998424.640178
2021,866714.375095,1018490.44056
2022,889328.875095,1035211.94087
2023,902897.575095,1045244.84106
2024,916466.275095,1055277.74125
2025,930034.975095,1065310.64144
2026,948126.575095,1078687.84169
2027,963956.725095,1090392.89191
2028,977525.425095,1100425.7921
2029,993355.575095,1112130.84232
2030,1004662.8251,1120491.59248
2031,1022754.4251,1133868.79273
2032,,
2033,,
2034,,
2035,,
2036,,
