year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,85913.0,63677.3127983
2018,85913.0,63677.3127983
2019,85913.0,63677.3127983
2020,85913.0,63677.3127983
2021,85913.0,63677.3127983
2022,85913.0,63677.3127983
2023,85913.0,63677.3127983
2024,85913.0,63677.3127983
2025,85913.0,63677.3127983
2026,85913.0,63677.3127983
2027,85913.0,63677.3127983
2028,85913.0,63677.3127983
2029,85913.0,63677.3127983
2030,85913.0,63677.3127983
2031,85913.0,63677.3127983
2032,,
2033,,
2034,,
2035,,
2036,,
